"id","facility_name","hours_type","productive_hours"
27113,"PALO VERDE HOSPITAL","General Services Cost Centers",23838
27114,"PALO VERDE HOSPITAL","Fiscal Services Cost Centers",43515
27115,"PALO VERDE HOSPITAL","Administrative Services Cost Centers",44620
27116,"PARKVIEW COMMUNITY HOSPITAL","Management & Supervision",121374
27117,"PARKVIEW COMMUNITY HOSPITAL","Technician & Specialist",448262
27118,"PARKVIEW COMMUNITY HOSPITAL","Registered Nurse",518581
27119,"PARKVIEW COMMUNITY HOSPITAL","Licensed Vocational Nurse",46029
27120,"PARKVIEW COMMUNITY HOSPITAL","Aides & Orderlies",192307
27121,"PARKVIEW COMMUNITY HOSPITAL","Clerical & Other Administrative",352215
27122,"PARKVIEW COMMUNITY HOSPITAL","Environmental & Food Services",97793
27123,"PARKVIEW COMMUNITY HOSPITAL","Other",66984
27124,"PARKVIEW COMMUNITY HOSPITAL","Contracted Registry Nursing",66604
27125,"PARKVIEW COMMUNITY HOSPITAL","Contracted Other",5614
27126,"PARKVIEW COMMUNITY HOSPITAL","Daily Cost Centers",704903
27127,"PARKVIEW COMMUNITY HOSPITAL","Ambulatory Cost Centers",138802
27128,"PARKVIEW COMMUNITY HOSPITAL","Ancillary Cost Centers",417119
27129,"PARKVIEW COMMUNITY HOSPITAL","Education Cost Centers",0
27130,"PARKVIEW COMMUNITY HOSPITAL","General Services Cost Centers",271842
27131,"PARKVIEW COMMUNITY HOSPITAL","Fiscal Services Cost Centers",128573
27132,"PARKVIEW COMMUNITY HOSPITAL","Administrative Services Cost Centers",254524
27133,"RIVERSIDE COMMUNITY HOSPITAL","Management & Supervision",154649
27134,"RIVERSIDE COMMUNITY HOSPITAL","Technician & Specialist",358480
27135,"RIVERSIDE COMMUNITY HOSPITAL","Registered Nurse",1240254
27136,"RIVERSIDE COMMUNITY HOSPITAL","Licensed Vocational Nurse",18464
27137,"RIVERSIDE COMMUNITY HOSPITAL","Aides & Orderlies",545083
27138,"RIVERSIDE COMMUNITY HOSPITAL","Clerical & Other Administrative",252135
27139,"RIVERSIDE COMMUNITY HOSPITAL","Environmental & Food Services",249069
27140,"RIVERSIDE COMMUNITY HOSPITAL","Other",38710
27141,"RIVERSIDE COMMUNITY HOSPITAL","Contracted Registry Nursing",95453
27142,"RIVERSIDE COMMUNITY HOSPITAL","Contracted Other",172841
27143,"RIVERSIDE COMMUNITY HOSPITAL","Daily Cost Centers",1208704
27144,"RIVERSIDE COMMUNITY HOSPITAL","Ambulatory Cost Centers",218104
27145,"RIVERSIDE COMMUNITY HOSPITAL","Ancillary Cost Centers",900904
27146,"RIVERSIDE COMMUNITY HOSPITAL","Education Cost Centers",0
27147,"RIVERSIDE COMMUNITY HOSPITAL","General Services Cost Centers",550110
27148,"RIVERSIDE COMMUNITY HOSPITAL","Fiscal Services Cost Centers",8433
27149,"RIVERSIDE COMMUNITY HOSPITAL","Administrative Services Cost Centers",238883
27150,"SAN GORGONIO MEMORIAL HOSPITAL","Management & Supervision",59716
27151,"SAN GORGONIO MEMORIAL HOSPITAL","Technician & Specialist",130277
27152,"SAN GORGONIO MEMORIAL HOSPITAL","Registered Nurse",175456
27153,"SAN GORGONIO MEMORIAL HOSPITAL","Licensed Vocational Nurse",43002
27154,"SAN GORGONIO MEMORIAL HOSPITAL","Aides & Orderlies",38597
27155,"SAN GORGONIO MEMORIAL HOSPITAL","Clerical & Other Administrative",104546
27156,"SAN GORGONIO MEMORIAL HOSPITAL","Environmental & Food Services",58854
27157,"SAN GORGONIO MEMORIAL HOSPITAL","Other",8861
27158,"SAN GORGONIO MEMORIAL HOSPITAL","Contracted Registry Nursing",13488
27159,"SAN GORGONIO MEMORIAL HOSPITAL","Contracted Other",7306
27160,"SAN GORGONIO MEMORIAL HOSPITAL","Daily Cost Centers",193815
27161,"SAN GORGONIO MEMORIAL HOSPITAL","Ambulatory Cost Centers",62825
27162,"SAN GORGONIO MEMORIAL HOSPITAL","Ancillary Cost Centers",170179
27163,"SAN GORGONIO MEMORIAL HOSPITAL","Education Cost Centers",0
27164,"SAN GORGONIO MEMORIAL HOSPITAL","General Services Cost Centers",99627
27165,"SAN GORGONIO MEMORIAL HOSPITAL","Fiscal Services Cost Centers",44043
27166,"SAN GORGONIO MEMORIAL HOSPITAL","Administrative Services Cost Centers",69614
27167,"VISTA HOSPITAL OF RIVERSIDE","Management & Supervision",76109
27168,"VISTA HOSPITAL OF RIVERSIDE","Technician & Specialist",46878
27169,"VISTA HOSPITAL OF RIVERSIDE","Registered Nurse",39828
27170,"VISTA HOSPITAL OF RIVERSIDE","Licensed Vocational Nurse",37000
27171,"VISTA HOSPITAL OF RIVERSIDE","Aides & Orderlies",26563
27172,"VISTA HOSPITAL OF RIVERSIDE","Clerical & Other Administrative",11137
27173,"VISTA HOSPITAL OF RIVERSIDE","Environmental & Food Services",12730
27174,"VISTA HOSPITAL OF RIVERSIDE","Other",0
27175,"VISTA HOSPITAL OF RIVERSIDE","Contracted Registry Nursing",0
27176,"VISTA HOSPITAL OF RIVERSIDE","Contracted Other",73
27177,"VISTA HOSPITAL OF RIVERSIDE","Daily Cost Centers",134598
27178,"VISTA HOSPITAL OF RIVERSIDE","Ambulatory Cost Centers",3619
27179,"VISTA HOSPITAL OF RIVERSIDE","Ancillary Cost Centers",42197
27180,"VISTA HOSPITAL OF RIVERSIDE","Education Cost Centers",0
27181,"VISTA HOSPITAL OF RIVERSIDE","General Services Cost Centers",23540
27182,"VISTA HOSPITAL OF RIVERSIDE","Fiscal Services Cost Centers",8546
27183,"VISTA HOSPITAL OF RIVERSIDE","Administrative Services Cost Centers",37818
27184,"MENIFEE VALLEY MEDICAL CENTER","Management & Supervision",16411
27185,"MENIFEE VALLEY MEDICAL CENTER","Technician & Specialist",130378
27186,"MENIFEE VALLEY MEDICAL CENTER","Registered Nurse",186676
27187,"MENIFEE VALLEY MEDICAL CENTER","Licensed Vocational Nurse",0
27188,"MENIFEE VALLEY MEDICAL CENTER","Aides & Orderlies",41792
27189,"MENIFEE VALLEY MEDICAL CENTER","Clerical & Other Administrative",67617
27190,"MENIFEE VALLEY MEDICAL CENTER","Environmental & Food Services",7971
27191,"MENIFEE VALLEY MEDICAL CENTER","Other",0
27192,"MENIFEE VALLEY MEDICAL CENTER","Contracted Registry Nursing",10288
27193,"MENIFEE VALLEY MEDICAL CENTER","Contracted Other",552
27194,"MENIFEE VALLEY MEDICAL CENTER","Daily Cost Centers",182320
27195,"MENIFEE VALLEY MEDICAL CENTER","Ambulatory Cost Centers",61938
27196,"MENIFEE VALLEY MEDICAL CENTER","Ancillary Cost Centers",114015
27197,"MENIFEE VALLEY MEDICAL CENTER","Education Cost Centers",0
27198,"MENIFEE VALLEY MEDICAL CENTER","General Services Cost Centers",38497
27199,"MENIFEE VALLEY MEDICAL CENTER","Fiscal Services Cost Centers",17602
27200,"MENIFEE VALLEY MEDICAL CENTER","Administrative Services Cost Centers",47313
27201,"KAISER FOUNDATION HOSPITAL - RIVERSIDE","Management & Supervision",0
27202,"KAISER FOUNDATION HOSPITAL - RIVERSIDE","Technician & Specialist",0
27203,"KAISER FOUNDATION HOSPITAL - RIVERSIDE","Registered Nurse",805969
27204,"KAISER FOUNDATION HOSPITAL - RIVERSIDE","Licensed Vocational Nurse",15673
27205,"KAISER FOUNDATION HOSPITAL - RIVERSIDE","Aides & Orderlies",85850
27206,"KAISER FOUNDATION HOSPITAL - RIVERSIDE","Clerical & Other Administrative",0
27207,"KAISER FOUNDATION HOSPITAL - RIVERSIDE","Environmental & Food Services",0
27208,"KAISER FOUNDATION HOSPITAL - RIVERSIDE","Other",1277680
27209,"KAISER FOUNDATION HOSPITAL - RIVERSIDE","Contracted Registry Nursing",13455
27210,"KAISER FOUNDATION HOSPITAL - RIVERSIDE","Contracted Other",0
27211,"KAISER FOUNDATION HOSPITAL - RIVERSIDE","Daily Cost Centers",757129
27212,"KAISER FOUNDATION HOSPITAL - RIVERSIDE","Ambulatory Cost Centers",162030
27213,"KAISER FOUNDATION HOSPITAL - RIVERSIDE","Ancillary Cost Centers",202010
27214,"KAISER FOUNDATION HOSPITAL - RIVERSIDE","Education Cost Centers",31732
27215,"KAISER FOUNDATION HOSPITAL - RIVERSIDE","General Services Cost Centers",611083
27216,"KAISER FOUNDATION HOSPITAL - RIVERSIDE","Fiscal Services Cost Centers",44102
27217,"KAISER FOUNDATION HOSPITAL - RIVERSIDE","Administrative Services Cost Centers",390541
27218,"KAISER FOUNDATION HOSPITAL - MORENO VALLEY","Management & Supervision",0
27219,"KAISER FOUNDATION HOSPITAL - MORENO VALLEY","Technician & Specialist",0
27220,"KAISER FOUNDATION HOSPITAL - MORENO VALLEY","Registered Nurse",208241
27221,"KAISER FOUNDATION HOSPITAL - MORENO VALLEY","Licensed Vocational Nurse",5803
27222,"KAISER FOUNDATION HOSPITAL - MORENO VALLEY","Aides & Orderlies",41808
27223,"KAISER FOUNDATION HOSPITAL - MORENO VALLEY","Clerical & Other Administrative",0
27224,"KAISER FOUNDATION HOSPITAL - MORENO VALLEY","Environmental & Food Services",0
27225,"KAISER FOUNDATION HOSPITAL - MORENO VALLEY","Other",210716
27226,"KAISER FOUNDATION HOSPITAL - MORENO VALLEY","Contracted Registry Nursing",11119
27227,"KAISER FOUNDATION HOSPITAL - MORENO VALLEY","Contracted Other",0
27228,"KAISER FOUNDATION HOSPITAL - MORENO VALLEY","Daily Cost Centers",250122
27229,"KAISER FOUNDATION HOSPITAL - MORENO VALLEY","Ambulatory Cost Centers",0
27230,"KAISER FOUNDATION HOSPITAL - MORENO VALLEY","Ancillary Cost Centers",43615
27231,"KAISER FOUNDATION HOSPITAL - MORENO VALLEY","Education Cost Centers",0
27232,"KAISER FOUNDATION HOSPITAL - MORENO VALLEY","General Services Cost Centers",63575
27233,"KAISER FOUNDATION HOSPITAL - MORENO VALLEY","Fiscal Services Cost Centers",27347
27234,"KAISER FOUNDATION HOSPITAL - MORENO VALLEY","Administrative Services Cost Centers",93028
27235,"SOUTHWEST HEALTHCARE SYSTEM-MURRIETA","Management & Supervision",318022
27236,"SOUTHWEST HEALTHCARE SYSTEM-MURRIETA","Technician & Specialist",688729
27237,"SOUTHWEST HEALTHCARE SYSTEM-MURRIETA","Registered Nurse",790677
27238,"SOUTHWEST HEALTHCARE SYSTEM-MURRIETA","Licensed Vocational Nurse",7577
27239,"SOUTHWEST HEALTHCARE SYSTEM-MURRIETA","Aides & Orderlies",117166
27240,"SOUTHWEST HEALTHCARE SYSTEM-MURRIETA","Clerical & Other Administrative",305836
27241,"SOUTHWEST HEALTHCARE SYSTEM-MURRIETA","Environmental & Food Services",44161
27242,"SOUTHWEST HEALTHCARE SYSTEM-MURRIETA","Other",0
27243,"SOUTHWEST HEALTHCARE SYSTEM-MURRIETA","Contracted Registry Nursing",72732
27244,"SOUTHWEST HEALTHCARE SYSTEM-MURRIETA","Contracted Other",37178
27245,"SOUTHWEST HEALTHCARE SYSTEM-MURRIETA","Daily Cost Centers",890442
27246,"SOUTHWEST HEALTHCARE SYSTEM-MURRIETA","Ambulatory Cost Centers",222494
27247,"SOUTHWEST HEALTHCARE SYSTEM-MURRIETA","Ancillary Cost Centers",648852
27248,"SOUTHWEST HEALTHCARE SYSTEM-MURRIETA","Education Cost Centers",0
27249,"SOUTHWEST HEALTHCARE SYSTEM-MURRIETA","General Services Cost Centers",240657
27250,"SOUTHWEST HEALTHCARE SYSTEM-MURRIETA","Fiscal Services Cost Centers",114876
27251,"SOUTHWEST HEALTHCARE SYSTEM-MURRIETA","Administrative Services Cost Centers",264757
27252,"OASIS PSYCHIATRIC HEALTH FACILITY","Management & Supervision",2905
27253,"OASIS PSYCHIATRIC HEALTH FACILITY","Technician & Specialist",19460
27254,"OASIS PSYCHIATRIC HEALTH FACILITY","Registered Nurse",9863
27255,"OASIS PSYCHIATRIC HEALTH FACILITY","Licensed Vocational Nurse",6225
27256,"OASIS PSYCHIATRIC HEALTH FACILITY","Aides & Orderlies",4400
27257,"OASIS PSYCHIATRIC HEALTH FACILITY","Clerical & Other Administrative",6873
27258,"OASIS PSYCHIATRIC HEALTH FACILITY","Environmental & Food Services",14362
27259,"OASIS PSYCHIATRIC HEALTH FACILITY","Other",0
27260,"OASIS PSYCHIATRIC HEALTH FACILITY","Contracted Registry Nursing",0
27261,"OASIS PSYCHIATRIC HEALTH FACILITY","Contracted Other",4832
27262,"OASIS PSYCHIATRIC HEALTH FACILITY","Daily Cost Centers",42458
27263,"OASIS PSYCHIATRIC HEALTH FACILITY","Ambulatory Cost Centers",0
27264,"OASIS PSYCHIATRIC HEALTH FACILITY","Ancillary Cost Centers",0
27265,"OASIS PSYCHIATRIC HEALTH FACILITY","Education Cost Centers",0
27266,"OASIS PSYCHIATRIC HEALTH FACILITY","General Services Cost Centers",14374
27267,"OASIS PSYCHIATRIC HEALTH FACILITY","Fiscal Services Cost Centers",2792
27268,"OASIS PSYCHIATRIC HEALTH FACILITY","Administrative Services Cost Centers",9296
27269,"RIVERSIDE COUNTY REGIONAL MEDICAL CENTER","Management & Supervision",323509
27270,"RIVERSIDE COUNTY REGIONAL MEDICAL CENTER","Technician & Specialist",1197777
27271,"RIVERSIDE COUNTY REGIONAL MEDICAL CENTER","Registered Nurse",1473695
27272,"RIVERSIDE COUNTY REGIONAL MEDICAL CENTER","Licensed Vocational Nurse",143027
27273,"RIVERSIDE COUNTY REGIONAL MEDICAL CENTER","Aides & Orderlies",256231
27274,"RIVERSIDE COUNTY REGIONAL MEDICAL CENTER","Clerical & Other Administrative",1511588
27275,"RIVERSIDE COUNTY REGIONAL MEDICAL CENTER","Environmental & Food Services",289192
27276,"RIVERSIDE COUNTY REGIONAL MEDICAL CENTER","Other",251303
27277,"RIVERSIDE COUNTY REGIONAL MEDICAL CENTER","Contracted Registry Nursing",332285
27278,"RIVERSIDE COUNTY REGIONAL MEDICAL CENTER","Contracted Other",19504
27279,"RIVERSIDE COUNTY REGIONAL MEDICAL CENTER","Daily Cost Centers",1870282
27280,"RIVERSIDE COUNTY REGIONAL MEDICAL CENTER","Ambulatory Cost Centers",1048459
27281,"RIVERSIDE COUNTY REGIONAL MEDICAL CENTER","Ancillary Cost Centers",840709
27282,"RIVERSIDE COUNTY REGIONAL MEDICAL CENTER","Education Cost Centers",157770
27283,"RIVERSIDE COUNTY REGIONAL MEDICAL CENTER","General Services Cost Centers",1111253
27284,"RIVERSIDE COUNTY REGIONAL MEDICAL CENTER","Fiscal Services Cost Centers",291475
27285,"RIVERSIDE COUNTY REGIONAL MEDICAL CENTER","Administrative Services Cost Centers",478163
27286,"LOMA LINDA UNIVERSITY MED CTR-MURRIETA","Management & Supervision",81732
27287,"LOMA LINDA UNIVERSITY MED CTR-MURRIETA","Technician & Specialist",393369
27288,"LOMA LINDA UNIVERSITY MED CTR-MURRIETA","Registered Nurse",402572
27289,"LOMA LINDA UNIVERSITY MED CTR-MURRIETA","Licensed Vocational Nurse",0
27290,"LOMA LINDA UNIVERSITY MED CTR-MURRIETA","Aides & Orderlies",41925
27291,"LOMA LINDA UNIVERSITY MED CTR-MURRIETA","Clerical & Other Administrative",145803
27292,"LOMA LINDA UNIVERSITY MED CTR-MURRIETA","Environmental & Food Services",62147
27293,"LOMA LINDA UNIVERSITY MED CTR-MURRIETA","Other",0
27294,"LOMA LINDA UNIVERSITY MED CTR-MURRIETA","Contracted Registry Nursing",0
27295,"LOMA LINDA UNIVERSITY MED CTR-MURRIETA","Contracted Other",0
27296,"LOMA LINDA UNIVERSITY MED CTR-MURRIETA","Daily Cost Centers",336106
27297,"LOMA LINDA UNIVERSITY MED CTR-MURRIETA","Ambulatory Cost Centers",119704
27298,"LOMA LINDA UNIVERSITY MED CTR-MURRIETA","Ancillary Cost Centers",254130
27299,"LOMA LINDA UNIVERSITY MED CTR-MURRIETA","Education Cost Centers",0
27300,"LOMA LINDA UNIVERSITY MED CTR-MURRIETA","General Services Cost Centers",225634
27301,"LOMA LINDA UNIVERSITY MED CTR-MURRIETA","Fiscal Services Cost Centers",85604
27302,"LOMA LINDA UNIVERSITY MED CTR-MURRIETA","Administrative Services Cost Centers",95210
27303,"KAISER FOUNDATION HOSPITAL - SACRAMENTO/ROSEVILLE","Management & Supervision",0
27304,"KAISER FOUNDATION HOSPITAL - SACRAMENTO/ROSEVILLE","Technician & Specialist",0
27305,"KAISER FOUNDATION HOSPITAL - SACRAMENTO/ROSEVILLE","Registered Nurse",613213
27306,"KAISER FOUNDATION HOSPITAL - SACRAMENTO/ROSEVILLE","Licensed Vocational Nurse",7076
27307,"KAISER FOUNDATION HOSPITAL - SACRAMENTO/ROSEVILLE","Aides & Orderlies",114964
27308,"KAISER FOUNDATION HOSPITAL - SACRAMENTO/ROSEVILLE","Clerical & Other Administrative",0
27309,"KAISER FOUNDATION HOSPITAL - SACRAMENTO/ROSEVILLE","Environmental & Food Services",0
27310,"KAISER FOUNDATION HOSPITAL - SACRAMENTO/ROSEVILLE","Other",1156673
27311,"KAISER FOUNDATION HOSPITAL - SACRAMENTO/ROSEVILLE","Contracted Registry Nursing",4800
27312,"KAISER FOUNDATION HOSPITAL - SACRAMENTO/ROSEVILLE","Contracted Other",191
27313,"KAISER FOUNDATION HOSPITAL - SACRAMENTO/ROSEVILLE","Daily Cost Centers",666379
27314,"KAISER FOUNDATION HOSPITAL - SACRAMENTO/ROSEVILLE","Ambulatory Cost Centers",0
27315,"KAISER FOUNDATION HOSPITAL - SACRAMENTO/ROSEVILLE","Ancillary Cost Centers",272632
27316,"KAISER FOUNDATION HOSPITAL - SACRAMENTO/ROSEVILLE","Education Cost Centers",0
27317,"KAISER FOUNDATION HOSPITAL - SACRAMENTO/ROSEVILLE","General Services Cost Centers",554816
27318,"KAISER FOUNDATION HOSPITAL - SACRAMENTO/ROSEVILLE","Fiscal Services Cost Centers",35162
27319,"KAISER FOUNDATION HOSPITAL - SACRAMENTO/ROSEVILLE","Administrative Services Cost Centers",367928
27320,"MERCY GENERAL HOSPITAL","Management & Supervision",177300
27321,"MERCY GENERAL HOSPITAL","Technician & Specialist",854048
27322,"MERCY GENERAL HOSPITAL","Registered Nurse",1197892
27323,"MERCY GENERAL HOSPITAL","Licensed Vocational Nurse",13925
27324,"MERCY GENERAL HOSPITAL","Aides & Orderlies",106789
27325,"MERCY GENERAL HOSPITAL","Clerical & Other Administrative",409074
27326,"MERCY GENERAL HOSPITAL","Environmental & Food Services",239653
27327,"MERCY GENERAL HOSPITAL","Other",135334
27328,"MERCY GENERAL HOSPITAL","Contracted Registry Nursing",20908
27329,"MERCY GENERAL HOSPITAL","Contracted Other",80000
27330,"MERCY GENERAL HOSPITAL","Daily Cost Centers",1076044
27331,"MERCY GENERAL HOSPITAL","Ambulatory Cost Centers",133215
27332,"MERCY GENERAL HOSPITAL","Ancillary Cost Centers",1075655
27333,"MERCY GENERAL HOSPITAL","Education Cost Centers",37195
27334,"MERCY GENERAL HOSPITAL","General Services Cost Centers",534481
27335,"MERCY GENERAL HOSPITAL","Fiscal Services Cost Centers",82678
27336,"MERCY GENERAL HOSPITAL","Administrative Services Cost Centers",275494
27337,"MERCY SAN JUAN HOSPITAL","Management & Supervision",262274
27338,"MERCY SAN JUAN HOSPITAL","Technician & Specialist",800786
27339,"MERCY SAN JUAN HOSPITAL","Registered Nurse",1325500
27340,"MERCY SAN JUAN HOSPITAL","Licensed Vocational Nurse",0
27341,"MERCY SAN JUAN HOSPITAL","Aides & Orderlies",180322
27342,"MERCY SAN JUAN HOSPITAL","Clerical & Other Administrative",458114
27343,"MERCY SAN JUAN HOSPITAL","Environmental & Food Services",244786
27344,"MERCY SAN JUAN HOSPITAL","Other",110007
27345,"MERCY SAN JUAN HOSPITAL","Contracted Registry Nursing",20204
27346,"MERCY SAN JUAN HOSPITAL","Contracted Other",85336
27347,"MERCY SAN JUAN HOSPITAL","Daily Cost Centers",1208083
27348,"MERCY SAN JUAN HOSPITAL","Ambulatory Cost Centers",517104
27349,"MERCY SAN JUAN HOSPITAL","Ancillary Cost Centers",851259
27350,"MERCY SAN JUAN HOSPITAL","Education Cost Centers",4349
27351,"MERCY SAN JUAN HOSPITAL","General Services Cost Centers",498981
27352,"MERCY SAN JUAN HOSPITAL","Fiscal Services Cost Centers",109421
27353,"MERCY SAN JUAN HOSPITAL","Administrative Services Cost Centers",298132
27354,"METHODIST HOSPITAL OF SACRAMENTO","Management & Supervision",112969
27355,"METHODIST HOSPITAL OF SACRAMENTO","Technician & Specialist",379260
27356,"METHODIST HOSPITAL OF SACRAMENTO","Registered Nurse",557542
27357,"METHODIST HOSPITAL OF SACRAMENTO","Licensed Vocational Nurse",23009
27358,"METHODIST HOSPITAL OF SACRAMENTO","Aides & Orderlies",208323
27359,"METHODIST HOSPITAL OF SACRAMENTO","Clerical & Other Administrative",242293
27360,"METHODIST HOSPITAL OF SACRAMENTO","Environmental & Food Services",196560
27361,"METHODIST HOSPITAL OF SACRAMENTO","Other",86271
27362,"METHODIST HOSPITAL OF SACRAMENTO","Contracted Registry Nursing",50671
27363,"METHODIST HOSPITAL OF SACRAMENTO","Contracted Other",116525
27364,"METHODIST HOSPITAL OF SACRAMENTO","Daily Cost Centers",708864
27365,"METHODIST HOSPITAL OF SACRAMENTO","Ambulatory Cost Centers",188073
27366,"METHODIST HOSPITAL OF SACRAMENTO","Ancillary Cost Centers",393920
27367,"METHODIST HOSPITAL OF SACRAMENTO","Education Cost Centers",47165
27368,"METHODIST HOSPITAL OF SACRAMENTO","General Services Cost Centers",403446
27369,"METHODIST HOSPITAL OF SACRAMENTO","Fiscal Services Cost Centers",75903
27370,"METHODIST HOSPITAL OF SACRAMENTO","Administrative Services Cost Centers",154640
27371,"UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER","Management & Supervision",981615
27372,"UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER","Technician & Specialist",3651435
27373,"UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER","Registered Nurse",2933743
27374,"UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER","Licensed Vocational Nurse",136960
27375,"UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER","Aides & Orderlies",551228
27376,"UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER","Clerical & Other Administrative",2279589
27377,"UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER","Environmental & Food Services",802698
27378,"UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER","Other",1062093
27379,"UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER","Contracted Registry Nursing",0
27380,"UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER","Contracted Other",0
27381,"UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER","Daily Cost Centers",2287419
27382,"UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER","Ambulatory Cost Centers",2574830
27383,"UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER","Ancillary Cost Centers",2528240
27384,"HERITAGE OAKS HOSPITAL","Technician & Specialist",159433
27385,"UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER","Education Cost Centers",755241
27386,"UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER","General Services Cost Centers",2400211
27387,"UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER","Fiscal Services Cost Centers",518094
27388,"UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER","Administrative Services Cost Centers",1335326
27389,"SUTTER MEDICAL CENTER - SACRAMENTO","Management & Supervision",266106
27390,"SUTTER MEDICAL CENTER - SACRAMENTO","Technician & Specialist",1338220
27391,"SUTTER MEDICAL CENTER - SACRAMENTO","Registered Nurse",1949988
27392,"SUTTER MEDICAL CENTER - SACRAMENTO","Licensed Vocational Nurse",36730
27393,"SUTTER MEDICAL CENTER - SACRAMENTO","Aides & Orderlies",375323
27394,"SUTTER MEDICAL CENTER - SACRAMENTO","Clerical & Other Administrative",413951
27395,"SUTTER MEDICAL CENTER - SACRAMENTO","Environmental & Food Services",377177
27396,"SUTTER MEDICAL CENTER - SACRAMENTO","Other",0
27397,"SUTTER MEDICAL CENTER - SACRAMENTO","Contracted Registry Nursing",45961
27398,"SUTTER MEDICAL CENTER - SACRAMENTO","Contracted Other",6072
27399,"SUTTER MEDICAL CENTER - SACRAMENTO","Daily Cost Centers",1815791
27400,"SUTTER MEDICAL CENTER - SACRAMENTO","Ambulatory Cost Centers",386311
27401,"SUTTER MEDICAL CENTER - SACRAMENTO","Ancillary Cost Centers",1587428
27402,"SUTTER MEDICAL CENTER - SACRAMENTO","Education Cost Centers",42
27403,"SUTTER MEDICAL CENTER - SACRAMENTO","General Services Cost Centers",755192
27404,"SUTTER MEDICAL CENTER - SACRAMENTO","Fiscal Services Cost Centers",0
27405,"SUTTER MEDICAL CENTER - SACRAMENTO","Administrative Services Cost Centers",264764
27406,"KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO","Management & Supervision",0
27407,"KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO","Technician & Specialist",0
27408,"KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO","Registered Nurse",629504
27409,"KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO","Licensed Vocational Nurse",3239
27410,"KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO","Aides & Orderlies",91276
27411,"KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO","Clerical & Other Administrative",0
27412,"KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO","Environmental & Food Services",0
27413,"KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO","Other",1073256
27414,"HERITAGE OAKS HOSPITAL","Registered Nurse",86127
27415,"KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO","Contracted Registry Nursing",42244
27416,"KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO","Contracted Other",4167
27417,"KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO","Daily Cost Centers",660589
27418,"KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO","Ambulatory Cost Centers",0
27419,"KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO","Ancillary Cost Centers",244721
27420,"KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO","Education Cost Centers",0
27421,"KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO","General Services Cost Centers",520084
27422,"KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO","Fiscal Services Cost Centers",44351
27423,"KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO","Administrative Services Cost Centers",371606
27424,"SIERRA VISTA HOSPITAL","Management & Supervision",84333
27425,"SIERRA VISTA HOSPITAL","Technician & Specialist",156130
27426,"SIERRA VISTA HOSPITAL","Registered Nurse",72395
27427,"SIERRA VISTA HOSPITAL","Licensed Vocational Nurse",19732
27428,"SIERRA VISTA HOSPITAL","Aides & Orderlies",0
27429,"SIERRA VISTA HOSPITAL","Clerical & Other Administrative",30186
27430,"SIERRA VISTA HOSPITAL","Environmental & Food Services",25172
27431,"SIERRA VISTA HOSPITAL","Other",18605
27432,"SIERRA VISTA HOSPITAL","Contracted Registry Nursing",0
27433,"SIERRA VISTA HOSPITAL","Contracted Other",0
27434,"SIERRA VISTA HOSPITAL","Daily Cost Centers",218072
27435,"SIERRA VISTA HOSPITAL","Ambulatory Cost Centers",13183
27436,"SIERRA VISTA HOSPITAL","Ancillary Cost Centers",0
27437,"SIERRA VISTA HOSPITAL","Education Cost Centers",0
27438,"SIERRA VISTA HOSPITAL","General Services Cost Centers",70436
27439,"SIERRA VISTA HOSPITAL","Fiscal Services Cost Centers",41844
