"id","facility_name","county_name","productive_hours","productive_hours_per_adjusted_patient_day"
26553,"LOS ALAMITOS MEDICAL CENTER","Orange",94597,1.37
26554,"LOS ALAMITOS MEDICAL CENTER","Orange",149777,2.18
26555,"COASTAL COMMUNITIES HOSPITAL","Orange",101213,2.23
26556,"COASTAL COMMUNITIES HOSPITAL","Orange",147815,3.26
26557,"COASTAL COMMUNITIES HOSPITAL","Orange",272045,6.0
26558,"COASTAL COMMUNITIES HOSPITAL","Orange",63255,1.4
26559,"COASTAL COMMUNITIES HOSPITAL","Orange",104739,2.31
26560,"COASTAL COMMUNITIES HOSPITAL","Orange",125475,2.77
26561,"COASTAL COMMUNITIES HOSPITAL","Orange",37714,0.83
26562,"COASTAL COMMUNITIES HOSPITAL","Orange",0,0.0
26563,"COASTAL COMMUNITIES HOSPITAL","Orange",11274,0.25
26564,"COASTAL COMMUNITIES HOSPITAL","Orange",2845,0.06
26565,"COASTAL COMMUNITIES HOSPITAL","Orange",373047,8.23
26566,"COASTAL COMMUNITIES HOSPITAL","Orange",51430,1.14
26567,"COASTAL COMMUNITIES HOSPITAL","Orange",185532,4.09
26568,"COASTAL COMMUNITIES HOSPITAL","Orange",0,0.0
26569,"COASTAL COMMUNITIES HOSPITAL","Orange",90124,1.99
26570,"COASTAL COMMUNITIES HOSPITAL","Orange",78682,1.74
26571,"COASTAL COMMUNITIES HOSPITAL","Orange",87560,1.93
26572,"MISSION HOSPITAL REGIONAL MEDICAL CENTER","Orange",422348,3.05
26573,"MISSION HOSPITAL REGIONAL MEDICAL CENTER","Orange",762960,5.5
26574,"MISSION HOSPITAL REGIONAL MEDICAL CENTER","Orange",1164104,8.39
26575,"MISSION HOSPITAL REGIONAL MEDICAL CENTER","Orange",18107,0.13
26576,"MISSION HOSPITAL REGIONAL MEDICAL CENTER","Orange",367807,2.65
26577,"MISSION HOSPITAL REGIONAL MEDICAL CENTER","Orange",477327,3.44
26578,"MISSION HOSPITAL REGIONAL MEDICAL CENTER","Orange",325523,2.35
26579,"MISSION HOSPITAL REGIONAL MEDICAL CENTER","Orange",285315,2.06
26580,"MISSION HOSPITAL REGIONAL MEDICAL CENTER","Orange",82148,0.59
26581,"MISSION HOSPITAL REGIONAL MEDICAL CENTER","Orange",25478,0.18
26582,"MISSION HOSPITAL REGIONAL MEDICAL CENTER","Orange",1171597,8.45
26583,"MISSION HOSPITAL REGIONAL MEDICAL CENTER","Orange",347000,2.5
26584,"MISSION HOSPITAL REGIONAL MEDICAL CENTER","Orange",961607,6.93
26585,"MISSION HOSPITAL REGIONAL MEDICAL CENTER","Orange",1896,0.01
26586,"MISSION HOSPITAL REGIONAL MEDICAL CENTER","Orange",795775,5.74
26587,"MISSION HOSPITAL REGIONAL MEDICAL CENTER","Orange",204949,1.48
26588,"MISSION HOSPITAL REGIONAL MEDICAL CENTER","Orange",448293,3.23
26589,"UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER","Orange",775816,5.46
26590,"UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER","Orange",2203536,15.49
26591,"UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER","Orange",1752709,12.32
26592,"UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER","Orange",9544,0.07
26593,"UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER","Orange",467538,3.29
26594,"UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER","Orange",1560204,10.97
26595,"UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER","Orange",539168,3.79
26596,"UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER","Orange",33837,0.24
26597,"UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER","Orange",168279,1.18
26598,"UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER","Orange",64429,0.45
26599,"UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER","Orange",1859788,13.08
26600,"UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER","Orange",1054187,7.41
26601,"UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER","Orange",1712149,12.04
26602,"UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER","Orange",0,0.0
26603,"UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER","Orange",1602268,11.27
26604,"UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER","Orange",655083,4.61
26605,"UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER","Orange",691585,4.86
26606,"GARDEN GROVE HOSPITAL & MEDICAL CENTER","Orange",61310,1.88
26607,"GARDEN GROVE HOSPITAL & MEDICAL CENTER","Orange",234922,7.22
26608,"GARDEN GROVE HOSPITAL & MEDICAL CENTER","Orange",347023,10.67
26609,"GARDEN GROVE HOSPITAL & MEDICAL CENTER","Orange",38696,1.19
26610,"GARDEN GROVE HOSPITAL & MEDICAL CENTER","Orange",37419,1.15
26611,"GARDEN GROVE HOSPITAL & MEDICAL CENTER","Orange",130589,4.01
26612,"GARDEN GROVE HOSPITAL & MEDICAL CENTER","Orange",86825,2.67
26613,"GARDEN GROVE HOSPITAL & MEDICAL CENTER","Orange",24500,0.75
26614,"GARDEN GROVE HOSPITAL & MEDICAL CENTER","Orange",4238,0.13
26615,"GARDEN GROVE HOSPITAL & MEDICAL CENTER","Orange",651,0.02
26616,"GARDEN GROVE HOSPITAL & MEDICAL CENTER","Orange",318744,9.8
26617,"GARDEN GROVE HOSPITAL & MEDICAL CENTER","Orange",72724,2.24
26618,"GARDEN GROVE HOSPITAL & MEDICAL CENTER","Orange",231717,7.12
26619,"GARDEN GROVE HOSPITAL & MEDICAL CENTER","Orange",0,0.0
26620,"GARDEN GROVE HOSPITAL & MEDICAL CENTER","Orange",184918,5.68
26621,"GARDEN GROVE HOSPITAL & MEDICAL CENTER","Orange",68533,2.11
26622,"GARDEN GROVE HOSPITAL & MEDICAL CENTER","Orange",89537,2.75
26623,"PLACENTIA-LINDA COMMUNITY HOSPITAL","Orange",56750,2.16
26624,"PLACENTIA-LINDA COMMUNITY HOSPITAL","Orange",163325,6.22
26625,"PLACENTIA-LINDA COMMUNITY HOSPITAL","Orange",231619,8.82
26626,"PLACENTIA-LINDA COMMUNITY HOSPITAL","Orange",3233,0.12
26627,"PLACENTIA-LINDA COMMUNITY HOSPITAL","Orange",44361,1.69
26628,"PLACENTIA-LINDA COMMUNITY HOSPITAL","Orange",81481,3.1
26629,"PLACENTIA-LINDA COMMUNITY HOSPITAL","Orange",44070,1.68
26630,"PLACENTIA-LINDA COMMUNITY HOSPITAL","Orange",34,0.0
26631,"PLACENTIA-LINDA COMMUNITY HOSPITAL","Orange",11980,0.46
26632,"PLACENTIA-LINDA COMMUNITY HOSPITAL","Orange",51,0.0
26633,"PLACENTIA-LINDA COMMUNITY HOSPITAL","Orange",184498,7.03
26634,"PLACENTIA-LINDA COMMUNITY HOSPITAL","Orange",63422,2.42
26635,"PLACENTIA-LINDA COMMUNITY HOSPITAL","Orange",212311,8.09
26636,"PLACENTIA-LINDA COMMUNITY HOSPITAL","Orange",0,0.0
26637,"PLACENTIA-LINDA COMMUNITY HOSPITAL","Orange",84575,3.22
26638,"PLACENTIA-LINDA COMMUNITY HOSPITAL","Orange",14178,0.54
26639,"PLACENTIA-LINDA COMMUNITY HOSPITAL","Orange",77920,2.97
26640,"NEWPORT BAY HOSPITAL","Orange",16640,1.5
26641,"NEWPORT BAY HOSPITAL","Orange",0,0.0
26642,"NEWPORT BAY HOSPITAL","Orange",0,0.0
26643,"NEWPORT BAY HOSPITAL","Orange",0,0.0
26644,"NEWPORT BAY HOSPITAL","Orange",0,0.0
26645,"NEWPORT BAY HOSPITAL","Orange",5629,0.51
26646,"NEWPORT BAY HOSPITAL","Orange",15497,1.4
26647,"NEWPORT BAY HOSPITAL","Orange",0,0.0
26648,"NEWPORT BAY HOSPITAL","Orange",0,0.0
26649,"NEWPORT BAY HOSPITAL","Orange",0,0.0
26650,"NEWPORT BAY HOSPITAL","Orange",0,0.0
26651,"NEWPORT BAY HOSPITAL","Orange",0,0.0
26652,"NEWPORT BAY HOSPITAL","Orange",0,0.0
26653,"NEWPORT BAY HOSPITAL","Orange",0,0.0
26654,"NEWPORT BAY HOSPITAL","Orange",19657,1.77
26655,"NEWPORT BAY HOSPITAL","Orange",1877,0.17
26656,"NEWPORT BAY HOSPITAL","Orange",16232,1.46
26657,"SADDLEBACK MEMORIAL MEDICAL CENTER","Orange",206634,2.11
26658,"SADDLEBACK MEMORIAL MEDICAL CENTER","Orange",817899,8.36
26659,"SADDLEBACK MEMORIAL MEDICAL CENTER","Orange",1046358,10.69
26660,"SADDLEBACK MEMORIAL MEDICAL CENTER","Orange",15161,0.15
26661,"SADDLEBACK MEMORIAL MEDICAL CENTER","Orange",206894,2.11
26662,"SADDLEBACK MEMORIAL MEDICAL CENTER","Orange",667168,6.82
26663,"SADDLEBACK MEMORIAL MEDICAL CENTER","Orange",294592,3.01
26664,"SADDLEBACK MEMORIAL MEDICAL CENTER","Orange",315226,3.22
26665,"SADDLEBACK MEMORIAL MEDICAL CENTER","Orange",49549,0.51
26666,"SADDLEBACK MEMORIAL MEDICAL CENTER","Orange",14532,0.15
26667,"SADDLEBACK MEMORIAL MEDICAL CENTER","Orange",980827,10.02
26668,"SADDLEBACK MEMORIAL MEDICAL CENTER","Orange",412884,4.22
26669,"SADDLEBACK MEMORIAL MEDICAL CENTER","Orange",900314,9.2
26670,"SADDLEBACK MEMORIAL MEDICAL CENTER","Orange",1583,0.02
26671,"SADDLEBACK MEMORIAL MEDICAL CENTER","Orange",626744,6.41
26672,"SADDLEBACK MEMORIAL MEDICAL CENTER","Orange",184035,1.88
26673,"SADDLEBACK MEMORIAL MEDICAL CENTER","Orange",309524,3.16
26674,"ST. JOSEPH HOSPITAL - ORANGE","Orange",513932,3.36
26675,"ST. JOSEPH HOSPITAL - ORANGE","Orange",1527954,9.99
26676,"ST. JOSEPH HOSPITAL - ORANGE","Orange",1454594,9.51
26677,"ST. JOSEPH HOSPITAL - ORANGE","Orange",33342,0.22
26678,"ST. JOSEPH HOSPITAL - ORANGE","Orange",576468,3.77
26679,"ST. JOSEPH HOSPITAL - ORANGE","Orange",967479,6.33
26680,"ST. JOSEPH HOSPITAL - ORANGE","Orange",457762,2.99
26681,"ST. JOSEPH HOSPITAL - ORANGE","Orange",0,0.0
26682,"ST. JOSEPH HOSPITAL - ORANGE","Orange",62877,0.41
26683,"ST. JOSEPH HOSPITAL - ORANGE","Orange",84711,0.55
26684,"ST. JOSEPH HOSPITAL - ORANGE","Orange",1117057,7.3
26685,"ST. JOSEPH HOSPITAL - ORANGE","Orange",492112,3.22
26686,"ST. JOSEPH HOSPITAL - ORANGE","Orange",1946577,12.73
26687,"ST. JOSEPH HOSPITAL - ORANGE","Orange",30130,0.2
26688,"ST. JOSEPH HOSPITAL - ORANGE","Orange",993862,6.5
26689,"ST. JOSEPH HOSPITAL - ORANGE","Orange",371920,2.43
26690,"ST. JOSEPH HOSPITAL - ORANGE","Orange",606469,3.96
26691,"ST. JUDE MEDICAL CENTER","Orange",477276,3.36
26692,"ST. JUDE MEDICAL CENTER","Orange",1077228,7.59
26693,"ST. JUDE MEDICAL CENTER","Orange",1169956,8.25
26694,"ST. JUDE MEDICAL CENTER","Orange",4285,0.03
26695,"ST. JUDE MEDICAL CENTER","Orange",704314,4.97
26696,"ST. JUDE MEDICAL CENTER","Orange",733274,5.17
26697,"ST. JUDE MEDICAL CENTER","Orange",232574,1.64
26698,"ST. JUDE MEDICAL CENTER","Orange",0,0.0
26699,"ST. JUDE MEDICAL CENTER","Orange",36493,0.26
26700,"ST. JUDE MEDICAL CENTER","Orange",10768,0.08
26701,"ST. JUDE MEDICAL CENTER","Orange",1209165,8.52
26702,"ST. JUDE MEDICAL CENTER","Orange",240486,1.7
26703,"ST. JUDE MEDICAL CENTER","Orange",1557795,10.98
26704,"ST. JUDE MEDICAL CENTER","Orange",0,0.0
26705,"ST. JUDE MEDICAL CENTER","Orange",638114,4.5
26706,"ST. JUDE MEDICAL CENTER","Orange",249216,1.76
26707,"ST. JUDE MEDICAL CENTER","Orange",539664,3.8
26708,"NEWPORT SPECIALTY HOSPITAL","Orange",50465,2.29
26709,"NEWPORT SPECIALTY HOSPITAL","Orange",146584,6.66
26710,"NEWPORT SPECIALTY HOSPITAL","Orange",111135,5.05
26711,"NEWPORT SPECIALTY HOSPITAL","Orange",54307,2.47
26712,"NEWPORT SPECIALTY HOSPITAL","Orange",106389,4.83
26713,"NEWPORT SPECIALTY HOSPITAL","Orange",31764,1.44
26714,"NEWPORT SPECIALTY HOSPITAL","Orange",40654,1.85
26715,"NEWPORT SPECIALTY HOSPITAL","Orange",0,0.0
26716,"NEWPORT SPECIALTY HOSPITAL","Orange",10690,0.49
26717,"NEWPORT SPECIALTY HOSPITAL","Orange",0,0.0
26718,"NEWPORT SPECIALTY HOSPITAL","Orange",302843,13.76
26719,"NEWPORT SPECIALTY HOSPITAL","Orange",0,0.0
26720,"NEWPORT SPECIALTY HOSPITAL","Orange",90173,4.1
26721,"NEWPORT SPECIALTY HOSPITAL","Orange",0,0.0
26722,"NEWPORT SPECIALTY HOSPITAL","Orange",101948,4.63
26723,"NEWPORT SPECIALTY HOSPITAL","Orange",13574,0.62
26724,"NEWPORT SPECIALTY HOSPITAL","Orange",43450,1.97
26725,"WEST ANAHEIM MEDICAL CENTER","Orange",73559,1.74
26726,"WEST ANAHEIM MEDICAL CENTER","Orange",305276,7.22
26727,"WEST ANAHEIM MEDICAL CENTER","Orange",327434,7.74
26728,"WEST ANAHEIM MEDICAL CENTER","Orange",62613,1.48
26729,"WEST ANAHEIM MEDICAL CENTER","Orange",88612,2.1
26730,"WEST ANAHEIM MEDICAL CENTER","Orange",105591,2.5
26731,"WEST ANAHEIM MEDICAL CENTER","Orange",93750,2.22
26732,"WEST ANAHEIM MEDICAL CENTER","Orange",6743,0.16
26733,"WEST ANAHEIM MEDICAL CENTER","Orange",14040,0.33
26734,"WEST ANAHEIM MEDICAL CENTER","Orange",276,0.01
26735,"WEST ANAHEIM MEDICAL CENTER","Orange",402617,9.52
26736,"WEST ANAHEIM MEDICAL CENTER","Orange",105622,2.5
26737,"WEST ANAHEIM MEDICAL CENTER","Orange",230070,5.44
26738,"WEST ANAHEIM MEDICAL CENTER","Orange",0,0.0
26739,"WEST ANAHEIM MEDICAL CENTER","Orange",189655,4.48
26740,"WEST ANAHEIM MEDICAL CENTER","Orange",60108,1.42
26741,"WEST ANAHEIM MEDICAL CENTER","Orange",89822,2.12
26742,"KINDRED HOSPITAL WESTMINSTER","Orange",133271,3.58
26743,"KINDRED HOSPITAL WESTMINSTER","Orange",114834,3.08
26744,"KINDRED HOSPITAL WESTMINSTER","Orange",231629,6.22
26745,"KINDRED HOSPITAL WESTMINSTER","Orange",65641,1.76
26746,"KINDRED HOSPITAL WESTMINSTER","Orange",75588,2.03
26747,"KINDRED HOSPITAL WESTMINSTER","Orange",29463,0.79
26748,"KINDRED HOSPITAL WESTMINSTER","Orange",56156,1.51
26749,"KINDRED HOSPITAL WESTMINSTER","Orange",0,0.0
26750,"KINDRED HOSPITAL WESTMINSTER","Orange",0,0.0
26751,"KINDRED HOSPITAL WESTMINSTER","Orange",247,0.01
26752,"KINDRED HOSPITAL WESTMINSTER","Orange",382582,10.27
26753,"KINDRED HOSPITAL WESTMINSTER","Orange",16632,0.45
26754,"KINDRED HOSPITAL WESTMINSTER","Orange",98050,2.63
26755,"KINDRED HOSPITAL WESTMINSTER","Orange",0,0.0
26756,"KINDRED HOSPITAL WESTMINSTER","Orange",85394,2.29
26757,"KINDRED HOSPITAL WESTMINSTER","Orange",25867,0.69
26758,"KINDRED HOSPITAL WESTMINSTER","Orange",98304,2.64
26759,"WESTERN MEDICAL CENTER-SANTA ANA","Orange",186104,4.02
26760,"WESTERN MEDICAL CENTER-SANTA ANA","Orange",337530,7.29
26761,"WESTERN MEDICAL CENTER-SANTA ANA","Orange",600824,12.97
26762,"WESTERN MEDICAL CENTER-SANTA ANA","Orange",12027,0.26
26763,"WESTERN MEDICAL CENTER-SANTA ANA","Orange",83961,1.81
26764,"WESTERN MEDICAL CENTER-SANTA ANA","Orange",500904,10.81
26765,"WESTERN MEDICAL CENTER-SANTA ANA","Orange",126809,2.74
26766,"WESTERN MEDICAL CENTER-SANTA ANA","Orange",7182,0.16
26767,"WESTERN MEDICAL CENTER-SANTA ANA","Orange",25347,0.55
26768,"WESTERN MEDICAL CENTER-SANTA ANA","Orange",20570,0.44
26769,"WESTERN MEDICAL CENTER-SANTA ANA","Orange",492183,10.63
26770,"WESTERN MEDICAL CENTER-SANTA ANA","Orange",177976,3.84
26771,"WESTERN MEDICAL CENTER-SANTA ANA","Orange",441091,9.52
26772,"WESTERN MEDICAL CENTER-SANTA ANA","Orange",5673,0.12
26773,"WESTERN MEDICAL CENTER-SANTA ANA","Orange",357064,7.71
26774,"WESTERN MEDICAL CENTER-SANTA ANA","Orange",230626,4.98
26775,"WESTERN MEDICAL CENTER-SANTA ANA","Orange",196645,4.25
26776,"FAIRVIEW DEVELOPMENTAL CENTER","Orange",0,0.0
26777,"FAIRVIEW DEVELOPMENTAL CENTER","Orange",0,0.0
26778,"FAIRVIEW DEVELOPMENTAL CENTER","Orange",0,0.0
26779,"FAIRVIEW DEVELOPMENTAL CENTER","Orange",0,0.0
26780,"FAIRVIEW DEVELOPMENTAL CENTER","Orange",0,0.0
26781,"FAIRVIEW DEVELOPMENTAL CENTER","Orange",0,0.0
26782,"FAIRVIEW DEVELOPMENTAL CENTER","Orange",0,0.0
26783,"FAIRVIEW DEVELOPMENTAL CENTER","Orange",0,0.0
26784,"FAIRVIEW DEVELOPMENTAL CENTER","Orange",0,0.0
26785,"FAIRVIEW DEVELOPMENTAL CENTER","Orange",0,0.0
26786,"FAIRVIEW DEVELOPMENTAL CENTER","Orange",0,0.0
26787,"FAIRVIEW DEVELOPMENTAL CENTER","Orange",0,0.0
26788,"FAIRVIEW DEVELOPMENTAL CENTER","Orange",0,0.0
26789,"FAIRVIEW DEVELOPMENTAL CENTER","Orange",0,0.0
26790,"FAIRVIEW DEVELOPMENTAL CENTER","Orange",0,0.0
26791,"FAIRVIEW DEVELOPMENTAL CENTER","Orange",0,0.0
26792,"FAIRVIEW DEVELOPMENTAL CENTER","Orange",0,0.0
26793,"HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL","Orange",31408,2.09
26794,"HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL","Orange",53938,3.58
26795,"HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL","Orange",57375,3.81
26796,"HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL","Orange",20639,1.37
26797,"HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL","Orange",40101,2.66
26798,"HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL","Orange",24283,1.61
26799,"HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL","Orange",26494,1.76
26800,"HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL","Orange",18370,1.22
26801,"HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL","Orange",0,0.0
26802,"HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL","Orange",0,0.0
26803,"HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL","Orange",119673,7.95
26804,"HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL","Orange",0,0.0
26805,"HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL","Orange",53473,3.55
26806,"HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL","Orange",0,0.0
26807,"HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL","Orange",44554,2.96
26808,"HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL","Orange",12428,0.83
26809,"HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL","Orange",42480,2.82
26810,"CHILDREN''S HOSPITAL AT MISSION","Orange",42987,3.56
26811,"CHILDREN''S HOSPITAL AT MISSION","Orange",11602,0.96
26812,"CHILDREN''S HOSPITAL AT MISSION","Orange",91935,7.62
26813,"CHILDREN''S HOSPITAL AT MISSION","Orange",0,0.0
26814,"CHILDREN''S HOSPITAL AT MISSION","Orange",0,0.0
26815,"CHILDREN''S HOSPITAL AT MISSION","Orange",16301,1.35
26816,"CHILDREN''S HOSPITAL AT MISSION","Orange",0,0.0
26817,"CHILDREN''S HOSPITAL AT MISSION","Orange",0,0.0
26818,"CHILDREN''S HOSPITAL AT MISSION","Orange",3000,0.25
26819,"CHILDREN''S HOSPITAL AT MISSION","Orange",0,0.0
26820,"CHILDREN''S HOSPITAL AT MISSION","Orange",141508,11.73
26821,"CHILDREN''S HOSPITAL AT MISSION","Orange",0,0.0
26822,"CHILDREN''S HOSPITAL AT MISSION","Orange",4700,0.39
26823,"CHILDREN''S HOSPITAL AT MISSION","Orange",0,0.0
26824,"CHILDREN''S HOSPITAL AT MISSION","Orange",2832,0.23
26825,"CHILDREN''S HOSPITAL AT MISSION","Orange",0,0.0
26826,"CHILDREN''S HOSPITAL AT MISSION","Orange",14496,1.2
26827,"HEALTHBRIDGE CHILDREN''S HOSPITAL-ORANGE","Orange",35375,4.56
26828,"HEALTHBRIDGE CHILDREN''S HOSPITAL-ORANGE","Orange",136819,17.64
26829,"HEALTHBRIDGE CHILDREN''S HOSPITAL-ORANGE","Orange",3694,0.48
26830,"HEALTHBRIDGE CHILDREN''S HOSPITAL-ORANGE","Orange",0,0.0
26831,"HEALTHBRIDGE CHILDREN''S HOSPITAL-ORANGE","Orange",0,0.0
26832,"HEALTHBRIDGE CHILDREN''S HOSPITAL-ORANGE","Orange",0,0.0
26833,"HEALTHBRIDGE CHILDREN''S HOSPITAL-ORANGE","Orange",0,0.0
26834,"HEALTHBRIDGE CHILDREN''S HOSPITAL-ORANGE","Orange",0,0.0
26835,"HEALTHBRIDGE CHILDREN''S HOSPITAL-ORANGE","Orange",0,0.0
26836,"HEALTHBRIDGE CHILDREN''S HOSPITAL-ORANGE","Orange",0,0.0
26837,"HEALTHBRIDGE CHILDREN''S HOSPITAL-ORANGE","Orange",77645,10.01
26838,"HEALTHBRIDGE CHILDREN''S HOSPITAL-ORANGE","Orange",0,0.0
26839,"HEALTHBRIDGE CHILDREN''S HOSPITAL-ORANGE","Orange",45152,5.82
26840,"HEALTHBRIDGE CHILDREN''S HOSPITAL-ORANGE","Orange",0,0.0
26841,"HEALTHBRIDGE CHILDREN''S HOSPITAL-ORANGE","Orange",19461,2.51
26842,"HEALTHBRIDGE CHILDREN''S HOSPITAL-ORANGE","Orange",1876,0.24
26843,"HEALTHBRIDGE CHILDREN''S HOSPITAL-ORANGE","Orange",31754,4.1
26844,"HOAG ORTHOPEDIC INSTITUTE","Orange",0,0.0
26845,"HOAG ORTHOPEDIC INSTITUTE","Orange",0,0.0
26846,"HOAG ORTHOPEDIC INSTITUTE","Orange",0,0.0
26847,"HOAG ORTHOPEDIC INSTITUTE","Orange",0,0.0
26848,"HOAG ORTHOPEDIC INSTITUTE","Orange",0,0.0
26849,"HOAG ORTHOPEDIC INSTITUTE","Orange",0,0.0
26850,"HOAG ORTHOPEDIC INSTITUTE","Orange",0,0.0
26851,"HOAG ORTHOPEDIC INSTITUTE","Orange",0,0.0
26852,"HOAG ORTHOPEDIC INSTITUTE","Orange",388005,38.25
26853,"HOAG ORTHOPEDIC INSTITUTE","Orange",45068,4.44
26854,"HOAG ORTHOPEDIC INSTITUTE","Orange",194176,19.14
26855,"HOAG ORTHOPEDIC INSTITUTE","Orange",0,0.0
26856,"HOAG ORTHOPEDIC INSTITUTE","Orange",193829,19.11
26857,"HOAG ORTHOPEDIC INSTITUTE","Orange",0,0.0
26858,"HOAG ORTHOPEDIC INSTITUTE","Orange",30092,2.97
26859,"HOAG ORTHOPEDIC INSTITUTE","Orange",0,0.0
26860,"HOAG ORTHOPEDIC INSTITUTE","Orange",14976,1.48
26861,"SUTTER AUBURN FAITH HOSPITAL","Placer",43890,1.68
26862,"SUTTER AUBURN FAITH HOSPITAL","Placer",232060,8.89
26863,"SUTTER AUBURN FAITH HOSPITAL","Placer",232842,8.92
26864,"SUTTER AUBURN FAITH HOSPITAL","Placer",8541,0.33
26865,"SUTTER AUBURN FAITH HOSPITAL","Placer",38145,1.46
26866,"SUTTER AUBURN FAITH HOSPITAL","Placer",128359,4.92
26867,"SUTTER AUBURN FAITH HOSPITAL","Placer",55864,2.14
26868,"SUTTER AUBURN FAITH HOSPITAL","Placer",5564,0.21
26869,"SUTTER AUBURN FAITH HOSPITAL","Placer",10575,0.41
26870,"SUTTER AUBURN FAITH HOSPITAL","Placer",1331,0.05
26871,"SUTTER AUBURN FAITH HOSPITAL","Placer",200040,7.67
26872,"SUTTER AUBURN FAITH HOSPITAL","Placer",139464,5.34
26873,"SUTTER AUBURN FAITH HOSPITAL","Placer",190892,7.31
26874,"SUTTER AUBURN FAITH HOSPITAL","Placer",0,0.0
26875,"SUTTER AUBURN FAITH HOSPITAL","Placer",120885,4.63
26876,"SUTTER AUBURN FAITH HOSPITAL","Placer",25303,0.97
26877,"SUTTER AUBURN FAITH HOSPITAL","Placer",80587,3.09
26878,"SUTTER ROSEVILLE MEDICAL CENTER","Placer",112495,0.9
26879,"SUTTER ROSEVILLE MEDICAL CENTER","Placer",597832,4.77
26880,"SUTTER ROSEVILLE MEDICAL CENTER","Placer",1050480,8.38
26881,"SUTTER ROSEVILLE MEDICAL CENTER","Placer",52419,0.42
26882,"SUTTER ROSEVILLE MEDICAL CENTER","Placer",295473,2.36
26883,"SUTTER ROSEVILLE MEDICAL CENTER","Placer",227086,1.81
26884,"SUTTER ROSEVILLE MEDICAL CENTER","Placer",240935,1.92
26885,"SUTTER ROSEVILLE MEDICAL CENTER","Placer",0,0.0
26886,"SUTTER ROSEVILLE MEDICAL CENTER","Placer",8700,0.07
26887,"SUTTER ROSEVILLE MEDICAL CENTER","Placer",2250,0.02
26888,"SUTTER ROSEVILLE MEDICAL CENTER","Placer",1020009,8.14
26889,"SUTTER ROSEVILLE MEDICAL CENTER","Placer",305421,2.44
26890,"SUTTER ROSEVILLE MEDICAL CENTER","Placer",729998,5.82
26891,"SUTTER ROSEVILLE MEDICAL CENTER","Placer",4032,0.03
26892,"SUTTER ROSEVILLE MEDICAL CENTER","Placer",373195,2.98
26893,"SUTTER ROSEVILLE MEDICAL CENTER","Placer",3248,0.03
26894,"SUTTER ROSEVILLE MEDICAL CENTER","Placer",151767,1.21
26895,"KAISER FOUNDATION HOSPITAL - ROSEVILLE","Placer",0,0.0
26896,"KAISER FOUNDATION HOSPITAL - ROSEVILLE","Placer",0,0.0
26897,"KAISER FOUNDATION HOSPITAL - ROSEVILLE","Placer",1058678,16.08
26898,"KAISER FOUNDATION HOSPITAL - ROSEVILLE","Placer",18608,0.28
26899,"KAISER FOUNDATION HOSPITAL - ROSEVILLE","Placer",94776,1.44
26900,"KAISER FOUNDATION HOSPITAL - ROSEVILLE","Placer",0,0.0
26901,"KAISER FOUNDATION HOSPITAL - ROSEVILLE","Placer",0,0.0
26902,"KAISER FOUNDATION HOSPITAL - ROSEVILLE","Placer",1565747,23.78
26903,"KAISER FOUNDATION HOSPITAL - ROSEVILLE","Placer",2497,0.04
26904,"KAISER FOUNDATION HOSPITAL - ROSEVILLE","Placer",273,0.0
26905,"KAISER FOUNDATION HOSPITAL - ROSEVILLE","Placer",1136673,17.26
26906,"KAISER FOUNDATION HOSPITAL - ROSEVILLE","Placer",0,0.0
26907,"KAISER FOUNDATION HOSPITAL - ROSEVILLE","Placer",308087,4.68
